seismic_low_energy,seismic_mid_energy,seismic_high_energy,seismic_peak_freq,seismic_rms,seismic_centroid,seismic_variance,seismic_zcr,seismic_peak_count,seismic_kurtosis,sound_low_energy,sound_mid_energy,sound_high_energy,sound_peak_freq,sound_rms,sound_centroid,sound_variance,sound_zcr,sound_peak_count,sound_kurtosis,label
55497.019908445305,23350.85099181907,4695.4123755653245,0.0,14.043410733720773,128.64153501591156,3229.140365600586,0.0,30,11.871972152782275,11460.017840994093,7515.054163494524,3256.965235949444,0.0,25.52927339164929,27.48060395533548,156.65501403808594,0.0,40,5.918585083395279,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55270.30331132433,25412.276106002035,11416.053275548362,0.0,20.973650268928527,129.6125235075685,3312.5761108398438,0.0,30,11.326115906375197,11501.415870267576,7532.405188554689,3383.0805151994555,0.0,25.859838675471234,27.566822223462754,158.53070068359375,0.0,40,5.804010349326858,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55088.09797792315,32487.28554044586,15698.647065990834,0.0,24.680236812498038,131.964010245218,3632.1068725585938,0.0,31,11.249198275669922,11523.558980150976,7624.95817848731,3327.5783325591556,0.0,25.77144980118643,27.615878018813742,159.51219177246094,0.0,41,5.736300892639349,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55237.44675349207,37374.33127276849,10702.91506898437,0.0,21.71147733666169,133.97511720931615,3893.191879272461,0.0,29,10.794376868546568,11582.13878562297,7779.357865963728,3427.2314473756414,0.0,26.244316899646137,27.770122208949676,162.86370849609375,0.0,42,5.574375850752967,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
55684.17944510461,37414.390301341715,10172.25460743098,0.0,21.17431700902264,135.7339568098197,4110.762557983398,0.0,30,10.261690749415994,11613.949601162567,7734.8510649082045,3421.5692472529763,0.0,25.935543006068908,27.850115013227505,164.03282165527344,0.0,43,5.484376794231727,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
56466.189323883234,35730.51158684904,11332.819145089661,0.0,20.49144763399531,137.27238262392768,4290.489120483398,0.0,28,9.742970711841906,11647.67096214833,7729.930449464665,3350.613497449528,0.0,25.476946632536468,27.94868344394777,165.27488708496094,0.0,44,5.387820092510291,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
57487.78554245856,35098.195162013726,10578.45564852468,0.0,19.67934588135182,138.6337914254674,4438.087646484375,0.0,28,9.274914318866763,11665.289024125617,7825.65582347883,3448.065040907408,0.0,25.760565183478064,28.017084631524387,166.38572692871094,0.0,45,5.309477901534672,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
58534.40996289645,35083.20908888433,9205.107620029357,0.0,18.932776109462655,139.80209225902163,4555.596618652344,0.0,29,8.868015348622272,11679.120045436088,7902.169466904227,3331.155280673207,0.0,25.559743374881425,28.07592941471395,167.157958984375,0.0,46,5.248801962063343,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
59555.170060190634,34402.5221972087,9078.924149464556,0.0,18.711441414419735,140.8210300345797,4649.627380371094,0.0,30,8.521915406189454,11686.006489760683,7873.0038571808145,3291.2087674635213,0.0,25.381839559629206,28.100753437408045,167.18882751464844,0.0,46,5.2376541180115845,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
60503.58340086671,32883.89192250825,8757.954964486746,0.0,17.967297731058117,141.71141450144376,4723.557556152344,0.0,31,8.23275419401154,11686.99473224305,7863.155334336542,3302.492057531119,0.0,25.400321850595578,28.10471490693332,167.216552734375,0.0,46,5.2346279023454665,"diggingpython -u ""c:\Users\Sai Harini R\OneDrive\Documents\python\varchasva\data.py"""
